year	step	length	number
2011	2	64	88
2011	2	68	147
2011	2	72	193
2011	2	76	170
2011	2	80	179
2011	2	84	168
2011	2	88	128
2011	2	92	115
2011	2	96	86
2011	3	100	58
2011	3	104	45
2011	3	108	29
2011	3	112	28
2011	3	116	21
2011	3	120	23
2011	3	124	18
2011	3	128	9
2011	3	132	12
2011	3	136	9
2011	3	140	5
2011	3	144	4
2011	3	148	1
2011	3	152	1
2011	3	156	2
2011	3	40	1
2011	3	44	5
2011	3	48	6
2011	3	52	19
2011	3	56	27
2011	3	60	31
2011	3	64	68
2011	3	68	115
2011	3	72	141
2011	3	76	151
2011	3	80	122
2011	3	84	130
2011	3	88	112
2011	3	92	93
2011	3	96	51
2011	4	100	40
2011	4	104	46
2011	4	108	40
2011	4	112	31
2011	4	116	18
2011	4	120	18
2011	4	124	12
2011	4	128	9
2011	4	132	6
2011	4	136	4
2011	4	140	3
2011	4	144	1
2011	4	20	2
2011	4	44	7
2011	4	48	9
2011	4	52	21
2011	4	56	39
2011	4	60	53
2011	4	64	77
2011	4	68	112
2011	4	72	173
2011	4	76	167
2011	4	80	180
2011	4	84	155
2011	4	88	127
2011	4	92	93
2011	4	96	69
2012	1	100	90
2012	1	104	66
2012	1	108	50
2012	1	112	44
2012	1	116	32
2012	1	120	31
2012	1	124	27
2012	1	128	19
2012	1	132	7
2012	1	136	11
2012	1	140	4
2012	1	144	2
2012	1	148	2
2012	1	152	3
2012	1	156	1
2012	1	36	3
2012	1	40	16
2012	1	44	57
2012	1	48	103
2012	1	52	134
2012	1	56	179
2012	1	60	220
2012	1	64	247
2012	1	68	265
2012	1	72	365
2012	1	76	462
2012	1	80	455
2012	1	84	348
2012	1	88	261
2012	1	92	182
2012	1	96	116
2012	2	100	68
2012	2	104	56
2012	2	108	51
2012	2	112	30
2012	2	116	20
2012	2	120	22
2012	2	124	24
2012	2	128	20
2012	2	132	9
2012	2	136	11
2012	2	140	6
2012	2	144	1
2012	2	156	1
2012	2	36	1
2012	2	40	10
2012	2	44	70
2012	2	48	91
2012	2	52	137
2012	2	56	189
2012	2	60	258
2012	2	64	256
2012	2	68	278
2012	2	72	306
2012	2	76	337
2012	2	80	331
2012	2	84	279
2012	2	88	192
2012	2	92	164
2012	2	96	103
2012	3	100	54
2012	3	104	39
2012	3	108	39
2012	3	112	17
2012	3	116	24
2012	3	120	11
2012	3	124	10
2012	3	128	13
2012	3	132	5
2012	3	136	3
2012	3	140	2
2012	3	144	3
2012	3	148	1
2012	3	156	1
2012	3	44	2
2012	3	48	3
2012	3	52	8
2012	3	56	16
2012	3	60	31
2012	3	64	78
2012	3	68	106
2012	3	72	104
2012	3	76	141
2012	3	80	183
2012	3	84	168
2012	3	88	171
2012	3	92	112
2012	3	96	71
2012	4	100	166
2012	4	104	100
2012	4	108	84
2012	4	112	65
2012	4	116	54
2012	4	120	28
2012	4	124	21
2012	4	128	16
2012	4	132	10
2012	4	136	8
2012	4	140	5
2012	4	144	3
2012	4	148	3
2012	4	152	1
2012	4	156	1
2012	4	20	1
2012	4	36	1
2012	4	40	2
2012	4	44	4
2012	4	48	11
2012	4	52	10
2012	4	56	26
2012	4	60	48
2012	4	64	82
2012	4	68	154
2012	4	72	200
2012	4	76	249
2012	4	80	258
2012	4	84	340
2012	4	88	364
2012	4	92	300
2012	4	96	202
2013	1	100	120
2013	1	104	96
2013	1	108	69
2013	1	112	50
2013	1	116	29
2013	1	120	24
2013	1	124	14
2013	1	128	12
2013	1	132	5
2013	1	136	5
2013	1	140	1
2013	1	144	1
2013	1	20	1
2013	1	40	4
2013	1	44	1
2013	1	48	1
2013	1	52	17
2013	1	56	77
2013	1	60	185
2013	1	64	319
2013	1	68	359
2013	1	72	299
2013	1	76	304
2013	1	80	284
2013	1	84	328
2013	1	88	313
2013	1	92	245
2013	1	96	166
2013	2	100	171
2013	2	104	130
2013	2	108	73
2013	2	112	58
2013	2	116	39
2013	2	120	26
2013	2	124	21
2013	2	128	22
2013	2	132	14
2013	2	136	7
2013	2	140	5
2013	2	144	4
2013	2	148	2
2013	2	152	2
2013	2	156	2
2013	2	40	1
2013	2	44	5
2013	2	48	17
2013	2	52	29
2013	2	56	80
2013	2	60	148
2013	2	64	304
2013	2	68	436
2013	2	72	513
2013	2	76	473
2013	2	80	486
2013	2	84	475
2013	2	88	403
2013	2	92	343
2013	2	96	260
2013	3	100	29
2013	3	104	18
2013	3	108	6
2013	3	112	6
2013	3	116	2
2013	3	120	6
2013	3	124	2
2013	3	128	1
2013	3	132	2
2013	3	56	1
2013	3	60	9
2013	3	64	12
2013	3	68	63
2013	3	72	83
2013	3	76	97
2013	3	80	95
2013	3	84	77
2013	3	88	67
2013	3	92	52
2013	3	96	35
2013	4	100	51
2013	4	104	35
2013	4	108	18
2013	4	112	14
2013	4	116	7
2013	4	120	4
2013	4	124	3
2013	4	128	4
2013	4	132	2
2013	4	140	1
2013	4	144	1
2013	4	44	1
2013	4	48	1
2013	4	52	3
2013	4	56	5
2013	4	60	21
2013	4	64	32
2013	4	68	49
2013	4	72	94
2013	4	76	105
2013	4	80	117
2013	4	84	84
2013	4	88	82
2013	4	92	71
2013	4	96	59
2014	1	100	177
2014	1	104	99
2014	1	108	95
2014	1	112	47
2014	1	116	47
2014	1	120	27
2014	1	124	25
2014	1	128	27
2014	1	132	12
2014	1	136	5
2014	1	140	3
2014	1	144	2
2014	1	148	2
2014	1	152	4
2014	1	156	5
2014	1	40	1
2014	1	44	1
2014	1	52	4
2014	1	56	12
2014	1	60	49
2014	1	64	99
2014	1	68	213
2014	1	72	330
2014	1	76	453
2014	1	80	490
2014	1	84	430
2014	1	88	343
2014	1	92	272
2014	1	96	222
2014	2	100	109
2014	2	104	85
2014	2	108	81
2014	2	112	43
2014	2	116	33
2014	2	120	21
2014	2	124	19
2014	2	128	34
2014	2	132	16
2014	2	136	6
2014	2	140	5
2014	2	144	6
2014	2	148	2
2014	2	152	1
2014	2	156	1
2014	2	20	1
2014	2	40	1
2014	2	44	1
2014	2	48	5
2014	2	52	12
2014	2	56	20
2014	2	60	51
2014	2	64	89
2014	2	68	151
2014	2	72	208
2014	2	76	206
2014	2	80	228
2014	2	84	214
2014	2	88	190
2014	2	92	172
2014	2	96	122
2014	3	100	27
2014	3	104	17
2014	3	108	15
2014	3	112	10
2014	3	116	11
2014	3	120	1
2014	3	124	5
2014	3	128	3
2014	3	132	3
2014	3	136	2
2014	3	140	7
2014	3	144	1
2014	3	156	2
2014	3	52	1
2014	3	56	3
2014	3	60	3
2014	3	64	15
2014	3	68	26
2014	3	72	35
2014	3	76	47
2014	3	80	64
2014	3	84	53
2014	3	88	47
2014	3	92	41
2014	3	96	31
2014	4	100	19
2014	4	104	14
2014	4	108	7
2014	4	112	9
2014	4	116	4
2014	4	120	4
2014	4	124	1
2014	4	128	1
2014	4	136	1
2014	4	140	1
2014	4	148	2
2014	4	56	1
2014	4	60	2
2014	4	64	7
2014	4	68	16
2014	4	72	29
2014	4	76	26
2014	4	80	46
2014	4	84	48
2014	4	88	49
2014	4	92	38
2014	4	96	24
2015	1	100	36
2015	1	104	9
2015	1	108	8
2015	1	112	10
2015	1	116	4
2015	1	120	6
2015	1	124	2
2015	1	132	2
2015	1	136	3
2015	1	144	3
2015	1	156	2
2015	1	40	1
2015	1	48	2
2015	1	52	4
2015	1	56	9
2015	1	60	27
2015	1	64	36
2015	1	68	62
2015	1	72	116
2015	1	76	165
2015	1	80	178
2015	1	84	143
2015	1	88	115
2015	1	92	74
2015	1	96	44
2015	2	100	58
2015	2	104	45
2015	2	108	38
2015	2	112	26
2015	2	116	19
2015	2	120	14
2015	2	124	11
2015	2	128	5
2015	2	132	5
2015	2	136	3
2015	2	140	4
2015	2	144	3
2015	2	148	3
2015	2	152	1
2015	2	156	2
2015	2	44	1
2015	2	52	2
2015	2	56	17
2015	2	60	30
2015	2	64	73
2015	2	68	84
2015	2	72	123
2015	2	76	182
2015	2	80	203
2015	2	84	201
2015	2	88	181
2015	2	92	138
2015	2	96	69
2015	3	100	17
2015	3	104	9
2015	3	108	10
2015	3	112	5
2015	3	116	1
2015	3	120	6
2015	3	124	2
2015	3	136	1
2015	3	144	2
2015	3	60	3
2015	3	64	8
2015	3	68	23
2015	3	72	18
2015	3	76	15
2015	3	80	23
2015	3	84	25
2015	3	88	21
2015	3	92	31
2015	3	96	20
2015	4	100	38
2015	4	104	26
2015	4	108	14
2015	4	112	9
2015	4	116	6
2015	4	120	7
2015	4	124	7
2015	4	128	8
2015	4	132	2
2015	4	136	2
2015	4	144	3
2015	4	148	1
2015	4	56	5
2015	4	60	5
2015	4	64	15
2015	4	68	11
2015	4	72	22
2015	4	76	30
2015	4	80	50
2015	4	84	57
2015	4	88	66
2015	4	92	46
2015	4	96	43
2016	1	100	19
2016	1	104	7
2016	1	108	8
2016	1	112	8
2016	1	116	2
2016	1	120	2
2016	1	124	1
2016	1	128	1
2016	1	132	1
2016	1	144	1
2016	1	152	1
2016	1	44	2
2016	1	48	5
2016	1	52	12
2016	1	56	16
2016	1	60	25
2016	1	64	34
2016	1	68	38
2016	1	72	43
2016	1	76	47
2016	1	80	56
2016	1	84	62
2016	1	88	58
2016	1	92	48
2016	1	96	46
2016	2	100	114
2016	2	104	86
2016	2	108	59
2016	2	112	44
2016	2	116	22
2016	2	120	18
2016	2	124	20
2016	2	128	15
2016	2	132	15
2016	2	136	8
2016	2	140	3
2016	2	144	2
2016	2	148	2
2016	2	152	2
2016	2	52	3
2016	2	56	9
2016	2	60	12
2016	2	64	36
2016	2	68	50
2016	2	72	63
2016	2	76	95
2016	2	80	131
2016	2	84	165
2016	2	88	161
2016	2	92	136
2016	2	96	148
2016	3	100	44
2016	3	104	30
2016	3	108	25
2016	3	112	30
2016	3	116	18
2016	3	120	10
2016	3	124	15
2016	3	128	6
2016	3	132	5
2016	3	136	2
2016	3	144	3
2016	3	148	1
2016	3	152	1
2016	3	156	1
2016	3	56	3
2016	3	60	2
2016	3	64	6
2016	3	68	1
2016	3	72	8
2016	3	76	14
2016	3	80	15
2016	3	84	25
2016	3	88	34
2016	3	92	30
2016	3	96	31
2016	4	100	19
2016	4	104	13
2016	4	108	8
2016	4	112	2
2016	4	116	5
2016	4	120	7
2016	4	124	2
2016	4	128	3
2016	4	64	1
2016	4	68	1
2016	4	72	3
2016	4	76	8
2016	4	80	10
2016	4	84	19
2016	4	88	15
2016	4	92	22
2016	4	96	23
2017	2	100	78
2017	2	104	58
2017	2	108	39
2017	2	112	24
2017	2	116	19
2017	2	120	11
2017	2	124	12
2017	2	128	4
2017	2	132	5
2017	2	136	8
2017	2	140	3
2017	2	144	4
2017	2	148	1
2017	2	152	2
2017	2	156	2
2017	2	52	2
2017	2	56	4
2017	2	60	14
2017	2	64	25
2017	2	68	35
2017	2	72	53
2017	2	76	73
2017	2	80	125
2017	2	84	149
2017	2	88	152
2017	2	92	131
2017	2	96	105
2017	3	100	7
2017	3	104	3
2017	3	112	4
2017	3	116	3
2017	3	124	1
2017	3	60	2
2017	3	64	4
2017	3	68	5
2017	3	72	8
2017	3	76	19
2017	3	80	12
2017	3	84	20
2017	3	88	16
2017	3	92	8
2017	3	96	8
2017	4	100	26
2017	4	104	20
2017	4	108	13
2017	4	112	13
2017	4	116	10
2017	4	120	11
2017	4	124	3
2017	4	128	2
2017	4	132	3
2017	4	136	1
2017	4	48	1
2017	4	52	1
2017	4	56	1
2017	4	60	5
2017	4	64	19
2017	4	68	20
2017	4	72	25
2017	4	76	20
2017	4	80	34
2017	4	84	46
2017	4	88	42
2017	4	92	35
2017	4	96	28
2018	1	100	18
2018	1	104	16
2018	1	108	7
2018	1	112	4
2018	1	116	3
2018	1	120	4
2018	1	124	4
2018	1	128	1
2018	1	132	1
2018	1	140	1
2018	1	144	1
2018	1	148	1
2018	1	156	1
2018	1	48	1
2018	1	52	1
2018	1	56	4
2018	1	60	15
2018	1	64	20
2018	1	68	26
2018	1	72	18
2018	1	76	24
2018	1	80	25
2018	1	84	37
2018	1	88	39
2018	1	92	43
2018	1	96	28
2018	2	100	73
2018	2	104	64
2018	2	108	55
2018	2	112	42
2018	2	116	27
2018	2	120	27
2018	2	124	9
2018	2	128	7
2018	2	132	6
2018	2	136	2
2018	2	144	3
2018	2	148	1
2018	2	152	2
2018	2	156	1
2018	2	56	4
2018	2	60	4
2018	2	64	26
2018	2	68	39
2018	2	72	42
2018	2	76	47
2018	2	80	60
2018	2	84	82
2018	2	88	108
2018	2	92	101
2018	2	96	79
2018	3	100	26
2018	3	104	15
2018	3	108	13
2018	3	112	23
2018	3	116	10
2018	3	120	9
2018	3	124	1
2018	3	128	1
2018	3	132	1
2018	3	140	1
2018	3	144	1
2018	3	60	2
2018	3	68	1
2018	3	72	6
2018	3	76	13
2018	3	80	3
2018	3	84	5
2018	3	88	9
2018	3	92	9
2018	3	96	21
